Agency Name,County,IncidentDate,LEOKA Assignment Type (NIBRS),LEOKA Circumstance,NIBRS Crime Description,NIBRS Report Title,Victim Age (group),Victim Gender,Victim Race,Distinct Offense Victims
Grants Pass PD,Josephine,6/23/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,Hispanic or Latino,1
Grants Pass PD,Josephine,3/2/2022,Other - Assisted,All Other,Simple Assault,Simple Assault,25-29,Male,White,1
Gresham PD MIP,Multnomah,7/13/2020,One Man Vehicle - Alone,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Gresham PD MIP,Multnomah,8/6/2020,Other - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Gresham PD MIP,Multnomah,3/6/2022,Other - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Gresham PD MIP,Multnomah,1/1/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,Black or African American,1
Gresham PD MIP,Multnomah,1/1/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Female,White,1
Gresham PD MIP,Multnomah,1/2/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,White,1
Hermiston PD,Umatilla,12/17/2021,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,Black or African American,1
Hillsboro PD MIP,Washington,3/21/2021,One Man Vehicle - Alone,Responding to Disturbance,Aggravated Assault,Aggravated Assault,25-29,Female,Unknown,1
Hillsboro PD MIP,Washington,8/16/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Hillsboro PD MIP,Washington,6/21/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
Hillsboro PD MIP,Washington,8/22/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,25-29,Male,White,1
Independence PD,Polk,9/13/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Intimidation,Intimidation,25-29,Male,Hispanic or Latino,1
Jackson SO,JACKSON,11/12/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Jackson SO,JACKSON,12/25/2021,Other - Alone,Mentally Deranged,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Jackson SO,JACKSON,9/16/2021,Other - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Female,Hispanic or Latino,1
Jackson SO,JACKSON,3/17/2021,Other - Alone,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Female,White,1
Keizer PD,Marion,3/6/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,Asian,1
Keizer PD,Marion,6/16/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,Unknown,1
Keizer PD,Marion,6/16/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,2
Klamath SO,Klamath,10/16/2021,One Man Vehicle - Assisted,All Other,Aggravated Assault,Aggravated Assault,25-29,Male,Hispanic or Latino,1
Klamath SO,Klamath,7/3/2021,One Man Vehicle - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Klamath SO,Klamath,7/11/2021,One Man Vehicle - Alone,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
La Grande PD,Union,4/28/2020,Two Man Vehicle,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
La Grande PD,Union,11/1/2020,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,25-29,Male,Black or African American,1
La Grande PD,Union,9/23/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
La Grande PD,Union,6/1/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
La Grande PD,Union,10/4/2021,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
Lake Oswego PD,Clackamas,9/15/2020,Two Man Vehicle,Mentally Deranged,Simple Assault,Simple Assault,25-29,Female,White,1
Lebanon PD,Linn,12/6/2021,One Man Vehicle - Alone,All Other,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Lincoln City PD,Lincoln,4/28/2020,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Lincoln City PD,Lincoln,5/9/2021,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Lincoln City PD,Lincoln,8/21/2020,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
Lincoln City PD,Lincoln,7/23/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,25-29,Male,White,1
Linn SO,Linn,4/22/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,White,1
Linn SO,Linn,5/13/2021,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,25-29,Male,White,1
Marion SO,Marion,11/14/2021,One Man Vehicle - Alone,Burglaries in Progress/Pursuing Burglary Suspects,Intimidation,Intimidation,25-29,Male,Black or African American,1
McMinnville PD,Yamhill,7/28/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
McMinnville PD,Yamhill,3/21/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Female,White,1
McMinnville PD,Yamhill,6/4/2021,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,25-29,Female,White,1
McMinnville PD,Yamhill,8/1/2021,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
McMinnville PD,Yamhill,9/14/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
McMinnville PD,Yamhill,12/22/2021,Other - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
McMinnville PD,Yamhill,3/8/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,12/12/2020,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,2/28/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,3/22/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,4/27/2021,One Man Vehicle - Alone,Mentally Deranged,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,7/2/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,7/30/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,8/19/2021,One Man Vehicle - Assisted,Mentally Deranged,Simple Assault,Simple Assault,25-29,Female,White,1
McMinnville PD,Yamhill,9/4/2021,One Man Vehicle - Assisted,Responding to Disturbance,Simple Assault,Simple Assault,25-29,Male,White,2
McMinnville PD,Yamhill,10/4/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,10/6/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Female,White,1
McMinnville PD,Yamhill,10/6/2021,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,11/3/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,12/22/2021,Other - Assisted,Mentally Deranged,Simple Assault,Simple Assault,25-29,Male,White,1
McMinnville PD,Yamhill,2/26/2022,One Man Vehicle - Alone,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Female,White,1
McMinnville PD,Yamhill,3/14/2022,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,9/15/2020,One Man Vehicle - Alone,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,Unknown,1
Medford PD,Jackson,4/10/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Medford PD,Jackson,6/4/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Medford PD,Jackson,6/5/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,3
Medford PD,Jackson,7/5/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Medford PD,Jackson,2/2/2021,One Man Vehicle - Alone,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Medford PD,Jackson,3/6/2022,One Man Vehicle - Alone,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Medford PD,Jackson,3/6/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Intimidation,Intimidation,25-29,Male,White,2
Medford PD,Jackson,7/26/2020,One Man Vehicle - Alone,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Male,Asian,1
Medford PD,Jackson,3/3/2022,One Man Vehicle - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,Asian,1
Medford PD,Jackson,1/2/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,2/21/2020,One Man Vehicle - Assisted,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,8/26/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,10/20/2020,One Man Vehicle - Alone,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,10/31/2020,One Man Vehicle - Alone,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,11/21/2020,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,12/12/2020,One Man Vehicle - Assisted,All Other,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,1/25/2021,One Man Vehicle - Alone,All Other,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,2/26/2021,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,4/6/2021,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,White,1
Medford PD,Jackson,7/20/2021,One Man Vehicle - Alone,Responding to Disturbance,Simple Assault,Simple Assault,25-29,Female,White,1
Milwaukie PD,Clackamas,1/29/2020,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Female,White,1
Morrow SO,Morrow,2/14/2020,One Man Vehicle - Alone,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Male,Hispanic or Latino,1
Morrow SO,Morrow,9/29/2021,Two Man Vehicle,Responding to Domestic Disturbance,Simple Assault,Simple Assault,25-29,Male,White,1
Multnomah SO,Multnomah,7/17/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,American Indian/Alaskan Native,1
Multnomah SO,Multnomah,2/24/2021,One Man Vehicle - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Unknown,Unknown,1
Multnomah SO,Multnomah,10/19/2020,Other - Assisted,All Other,Aggravated Assault,Aggravated Assault,25-29,Female,White,1
Multnomah SO,Multnomah,9/16/2021,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Multnomah SO,Multnomah,3/29/2021,One Man Vehicle - Alone,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Female,White,1
Multnomah SO,Multnomah,7/2/2021,One Man Vehicle - Alone,Ambush/No Warning,Simple Assault,Simple Assault,25-29,Male,White,1
Newberg-Dundee PD,YAMHILL,3/23/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Intimidation,Intimidation,25-29,Male,Hispanic or Latino,1
North Bend PD,Coos,11/16/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Simple Assault,Simple Assault,25-29,Male,White,1
Pendleton PD,Umatilla,8/9/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
Polk SO,Polk,11/1/2020,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Polk SO,Polk,3/7/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Simple Assault,Simple Assault,25-29,Male,White,1
Port of Portland PD,Multnomah,10/23/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Female,White,1
Port of Portland PD,Multnomah,5/9/2020,Other - Assisted,Attempting Other Arrests,Simple Assault,Simple Assault,25-29,Female,White,1
Portland Police Bureau MIP,Multnomah,2/3/2020,One Man Vehicle - Assisted,Mentally Deranged,Aggravated Assault,Aggravated Assault,25-29,Male,Asian,1
Portland Police Bureau MIP,Multnomah,7/23/2020,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,Asian,1
Portland Police Bureau MIP,Multnomah,7/25/2020,One Man Vehicle - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,25-29,Male,Asian,1
Portland Police Bureau MIP,Multnomah,3/21/2021,One Man Vehicle - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Female,Asian,1
Portland Police Bureau MIP,Multnomah,11/21/2021,One Man Vehicle - Assisted,Responding to Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,Asian,1
Portland Police Bureau MIP,Multnomah,5/24/2020,Other - Assisted,Burglaries in Progress/Pursuing Burglary Suspects,Aggravated Assault,Aggravated Assault,25-29,Female,Black or African American,1
Portland Police Bureau MIP,Multnomah,3/3/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,9/2/2020,Two Man Vehicle,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,11/22/2021,Two Man Vehicle,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,2/3/2022,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,Hispanic or Latino,1
Portland Police Bureau MIP,Multnomah,2/8/2020,Other - Assisted,"Handling, Transporting, Custody of Prisoners",Aggravated Assault,Aggravated Assault,25-29,Male,Native Hawaiian/Other Pacific Islander,1
Portland Police Bureau MIP,Multnomah,1/27/2020,Other - Assisted,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,3/6/2020,One Man Vehicle - Alone,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,3/15/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,3/31/2020,Two Man Vehicle,Investigating Suspicious Persons orCircumstances,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,4/21/2020,One Man Vehicle - Assisted,Traffic Pursuit and Stops,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,5/31/2020,Two Man Vehicle,Responding to Disturbance,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,6/11/2020,Two Man Vehicle,All Other,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/8/2020,Detective or Special Assignment - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/16/2020,Detective or Special Assignment - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/16/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/18/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/22/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Female,White,2
Portland Police Bureau MIP,Multnomah,8/25/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,8/29/2020,Other - Assisted,"Civil Disorder (Riot, Mass Disobedience)",Aggravated Assault,Aggravated Assault,25-29,Male,White,1
Portland Police Bureau MIP,Multnomah,9/26/2020,Other - Assisted,Attempting Other Arrests,Aggravated Assault,Aggravated Assault,25-29,Female,White,1
